iter,sim_type,n,d,sigma,lrnr,ep_risk,dr_risk,r_risk,t_risk,causal_forest_risk
1,B,1000,5,1,rf,0.0828729002375369,0.121748656925998,0.134400716668681,0.221619929201957,0.179915833237176
2,B,1000,5,1,rf,0.0654091704380539,0.134778716739952,0.20918659749927,0.333842860489394,0.213822303690854
3,B,1000,5,1,rf,0.119982701977621,0.21309270086067,0.261235939375529,0.282520238649917,0.229008160207046
4,B,1000,5,1,rf,0.159379948925701,0.247690503993239,0.250465460537984,0.320191881279701,0.205944616686799
5,B,1000,5,1,rf,0.071846884759793,0.175843741282776,0.234566745448209,0.299220390333513,0.285500111888489
6,B,1000,5,1,rf,0.0930829899136374,0.4655192331334,0.210253983916183,0.255338373948562,0.202385594589588
7,B,1000,5,1,rf,0.126519825663132,0.213623942807499,0.363507194630731,0.330654395629046,0.443022142136997
8,B,1000,5,1,rf,0.0753691347412038,0.122560804349474,0.138588389417149,0.243596921606672,0.139935796549879
9,B,1000,5,1,rf,0.177345872432813,0.201296703561964,0.196381832326275,0.333115023673002,0.205357634042901
10,B,1000,5,1,rf,0.0642336184664323,0.153592619177828,0.20236416704723,0.268660189094568,0.241537019952661
11,B,1000,5,1,rf,0.082390632073702,0.200164103961866,0.217372442988415,0.274972715131469,0.260875812919697
12,B,1000,5,1,rf,0.11771465991621,0.190390169625223,0.197514249049963,0.277687091524056,0.215431387155101
13,B,1000,5,1,rf,0.119809020866522,0.242064664887278,0.224723466901264,0.311417596375811,0.258934173643223
14,B,1000,5,1,rf,0.156367834256427,0.173775138636675,0.205162076365934,0.260940596622321,0.19737873617891
15,B,1000,5,1,rf,0.205935923364808,0.272882502620431,0.245225849594578,0.375852102456519,0.238261910099479
16,B,1000,5,1,rf,0.146564274641115,0.231788772159702,0.241683987205944,0.288002867400597,0.28229440630611
17,B,1000,5,1,rf,0.160305120294793,0.237145658912749,0.243524914462064,0.328682062184125,0.273819515642297
18,B,1000,5,1,rf,0.076940358234364,0.138590212264375,0.305699751282031,0.309627300348955,0.371345115348073
19,B,1000,5,1,rf,0.115478362697947,0.21941588597814,0.218068128743876,0.381127826944829,0.201996592005972
20,B,1000,5,1,rf,0.115415294776085,0.24366064410376,0.295558502858857,0.368892945617392,0.306657082514368
21,B,1000,5,1,rf,0.146574865430548,0.218103754055868,0.214300558688921,0.296123849299124,0.250063584263205
22,B,1000,5,1,rf,0.137335976314837,0.159189436121336,0.140576560668748,0.278710987168457,0.109038031520636
