iter,sim_type,n,d,sigma,lrnr,ep_risk,dr_risk,r_risk,t_risk,causal_forest_risk
1,B,1000,5,1,gam,0.0319509386497512,0.0235077449150047,0.0429456519563213,0.0458370722105895,
2,B,1000,5,1,gam,0.0335365224083435,0.0471188633149949,0.0527331733813146,0.0564709066013576,
3,B,1000,5,1,gam,0.0739540128179123,0.064306310894969,0.0714615804492723,0.0720067096032569,
4,B,1000,5,1,gam,0.0714215689748814,0.0394788045276109,0.0291349128114299,0.0318479847491077,
5,B,1000,5,1,gam,0.0262391860550865,0.0311676540060836,0.104353414837184,0.0641538655350786,
6,B,1000,5,1,gam,0.0547089834050744,0.0718898938519999,0.0440031885286396,0.0449960424589319,
7,B,1000,5,1,gam,0.0754926266874815,0.0761919104841788,0.173465339570304,0.100327093892028,
8,B,1000,5,1,gam,0.0169181896951186,0.0181650516375562,0.0366509737978802,0.0294026366642526,
9,B,1000,5,1,gam,0.0936695377654923,0.0769677614447578,0.0596792744173264,0.0787654446655622,
10,B,1000,5,1,gam,0.0289325047104323,0.0401153669811877,0.0385632136011873,0.0421604595529884,
11,B,1000,5,1,gam,0.0334967786554697,0.0393971188370452,0.0383723047204532,0.0389397719260491,
12,B,1000,5,1,gam,0.0301690845889673,0.0494471873581856,0.0716867702720045,0.0692385581251461,
13,B,1000,5,1,gam,0.0343826149016194,0.0442174176675846,0.0470445852163868,0.0366109706598766,
14,B,1000,5,1,gam,0.0680635619872605,0.0544045917009726,0.0820879492192368,0.0446978464978188,
15,B,1000,5,1,gam,0.116711618616761,0.104211177508213,0.0962141300498782,0.11796940838401,
16,B,1000,5,1,gam,0.0886886751362558,0.0662227143295076,0.093853571439702,0.0668548696600783,
17,B,1000,5,1,gam,0.0763835240553981,0.0837204878524022,0.0929546674467649,0.0350431623573204,
18,B,1000,5,1,gam,0.0459955935788251,0.0459100580795788,0.159546337609145,0.0484785570706937,
19,B,1000,5,1,gam,0.0373028441105524,0.0404004837333143,0.0472301226637537,0.0310857644495381,
