iter,sim_type,n,d,sigma,lrnr,ep_risk,dr_risk,r_risk,t_risk,causal_forest_risk
1,C,1000,5,1,xg,0.0475331381469963,0.174757353853512,0.0384995389535298,0.680298735597281,
2,C,1000,5,1,xg,0.0344709375584123,0.0477209054488943,0.033001570241665,0.437565572714809,
3,C,1000,5,1,xg,0.129086401417333,0.167898710298389,0.0337836684052933,0.519924205795312,
4,C,1000,5,1,xg,0.0364918888876333,0.0687612876912236,0.0653623258105217,0.495318065015333,
5,C,1000,5,1,xg,0.0254708457881532,0.0517515989176287,0.057459441066981,0.656114312003318,
6,C,1000,5,1,xg,0.113495390507883,0.196101735023435,0.0699048499255682,0.96104110203907,
7,C,1000,5,1,xg,0.0162876754341276,0.044476301501677,0.0539294632845655,0.486645053434181,
8,C,1000,5,1,xg,0.0186107745564787,0.0348855730444371,0.0471357843578862,0.40804115961203,
9,C,1000,5,1,xg,0.0918534582164302,0.222080025481608,0.0689426223716099,0.614997245969048,
10,C,1000,5,1,xg,0.0158615193626977,0.296748521873516,0.0464584737295044,0.585839314111614,
11,C,1000,5,1,xg,0.0416110204139632,0.0854273391975704,0.07407593212447,0.676944175756987,
12,C,1000,5,1,xg,0.19277708304204,0.726650030916809,0.0707817027502536,0.79537417437992,
13,C,1000,5,1,xg,0.0938774172529735,0.0593400972122542,0.06047292527524,0.581559562593189,
14,C,1000,5,1,xg,0.0927674066401892,0.175049778095066,0.0571420631412991,0.7568554702141,
15,C,1000,5,1,xg,0.142007666449912,0.0812850209804652,0.0664847118556899,0.631060992410768,
16,C,1000,5,1,xg,0.0464196384483143,0.0828727114842338,0.0918191242784678,0.687207416377495,
17,C,1000,5,1,xg,0.109786955564267,0.123004091677156,0.102485214183671,0.741939693129747,
18,C,1000,5,1,xg,0.0344345459362903,0.0456829935048955,0.0441646302270219,0.660644931796214,
19,C,1000,5,1,xg,0.0257598060269097,0.0569302880361935,0.0456353915220196,0.713846774586611,
20,C,1000,5,1,xg,0.117383916318881,0.0661466399241889,0.0955478416473378,0.564650836128976,
21,C,1000,5,1,xg,0.0216979947134446,0.147056943590402,0.0469847374199932,0.427408401423195,
22,C,1000,5,1,xg,0.0767310148360002,0.272915959999625,0.0804741762796305,0.609257890201393,
23,C,1000,5,1,xg,0.0827431281599523,0.143104402822279,0.0836376939966353,0.601314258700682,
24,C,1000,5,1,xg,0.00919544724654576,0.0348546321939387,0.0387531096266696,0.580676695751893,
25,C,1000,5,1,xg,0.203597618347758,0.46570407400152,0.0739611009792365,0.612763295199818,
26,C,1000,5,1,xg,0.0998992532948308,0.0799671108659515,0.0804178753877981,0.539885524060292,
27,C,1000,5,1,xg,0.0229748344717129,0.0455861947608458,0.0544993325055658,0.625534238554882,
28,C,1000,5,1,xg,0.0131717017960302,0.103105121718957,0.0460200664589314,0.580064180897928,
29,C,1000,5,1,xg,4.62686229315083,1880914625.95643,0.0611318016305542,0.651544861604146,
30,C,1000,5,1,xg,0.0143456228223295,0.040804312698485,0.0660031581600703,0.529106570756877,
31,C,1000,5,1,xg,0.0402309471250857,0.437643054636929,0.0456201598680081,0.665586779367849,
32,C,1000,5,1,xg,0.0498153693954258,0.0751745026544151,0.0646491086200692,0.665921232266348,
33,C,1000,5,1,xg,0.0632094984760176,0.157617127808795,0.0944679238095203,0.760206849289828,
34,C,1000,5,1,xg,0.0627156151357314,0.0847115926021709,0.107922806439423,0.582757702437299,
35,C,1000,5,1,xg,0.0188787994435727,0.0394799917250195,0.0704975564337766,0.85814348355672,
36,C,1000,5,1,xg,0.020456906397168,0.0270056130806312,0.0291642531837663,0.573621204773816,
37,C,1000,5,1,xg,0.109601172957007,0.125676777735863,0.165370049509574,0.776783889732354,
38,C,1000,5,1,xg,0.0358895837486969,0.0948313276450943,0.0777052346947026,0.506989375271574,
39,C,1000,5,1,xg,0.0361191351020725,0.0718171482240907,0.0543151927404173,0.561289739553127,
40,C,1000,5,1,xg,0.0121647861094681,0.0519791926025305,0.0601502165346336,0.619902570737007,
41,C,1000,5,1,xg,0.0359290994027332,0.0546629849784134,0.0632827731643023,0.784382890715976,
42,C,1000,5,1,xg,0.046906186228513,0.156550794171393,0.0337762690203344,0.558484007912874,
43,C,1000,5,1,xg,0.0478037771812616,0.0605720809824121,0.0545919622388933,0.509119593162216,
44,C,1000,5,1,xg,0.0265876088871425,0.0617467623953879,0.0838208387247178,0.479802835855106,
