iter,sim_type,n,d,sigma,lrnr,ep_risk,dr_risk,r_risk,t_risk,causal_forest_risk
1,B,500,5,1,xg,0.076269383716568,0.169177803710018,0.383831732358255,0.325641554941531,
2,B,500,5,1,xg,0.120665244831228,0.188771263554825,0.231890441070416,0.352452959819754,
3,B,500,5,1,xg,0.106920458447757,0.146234551520096,0.225438924725877,0.384387670612692,
4,B,500,5,1,xg,0.163135810434464,0.154753551672709,0.178284787982701,0.30841567262683,
5,B,500,5,1,xg,0.136011166017792,0.268277909204335,0.200790673789364,0.411430953289979,
6,B,500,5,1,xg,0.275151105028677,0.330897467474752,0.480738658872812,0.509544390579986,
7,B,500,5,1,xg,0.178246265512562,0.217840329852372,0.343928396981965,0.421320724022263,
8,B,500,5,1,xg,0.123804552652098,0.174333656682122,0.253451054955909,0.467854799053304,
9,B,500,5,1,xg,0.136513901381142,0.208760026802095,0.360525392916697,0.557746551662926,
10,B,500,5,1,xg,0.118095356384346,0.285534317390576,0.500179341823123,0.39740317643119,
11,B,500,5,1,xg,0.228233902435207,0.279749353711872,0.523368394158016,0.440335627274976,
12,B,500,5,1,xg,0.19736628209629,0.229946031077688,0.295122605705849,0.47614118541364,
13,B,500,5,1,xg,0.205479480651218,0.218082072107116,0.259251044383313,0.567500830394658,
14,B,500,5,1,xg,0.249086896787571,0.271992170741633,0.171300378932807,0.497803919021468,
15,B,500,5,1,xg,0.321010564963532,0.326599949047119,0.317430825914478,0.392096555200065,
16,B,500,5,1,xg,0.243507505959221,0.244588057228131,0.278828124671781,0.413773406149887,
17,B,500,5,1,xg,0.12120732417304,0.237644268008331,0.304008799804206,0.467820307168618,
18,B,500,5,1,xg,0.122986259862207,0.171918508378112,0.150489667612258,0.434118541670397,
19,B,500,5,1,xg,0.161814798421095,0.460234140033688,0.168731569574664,0.262243187590663,
20,B,500,5,1,xg,0.133541251449158,0.149882135120496,0.390268264960582,0.496871936094912,
21,B,500,5,1,xg,0.324699966163609,0.340283599280556,0.387733820239554,0.533609292264508,
22,B,500,5,1,xg,0.119029024785982,0.209277616334413,0.287163382876968,0.330192403434418,
23,B,500,5,1,xg,0.10066332271247,0.192955429435334,0.272197520567198,0.399052869725994,
24,B,500,5,1,xg,0.145536606286835,0.153779065568776,0.204213399553335,0.600195010449707,
25,B,500,5,1,xg,0.1500659918247,0.19513909361342,0.287040644565903,0.347712496633224,
26,B,500,5,1,xg,0.172968171640584,0.269755565636086,0.261710449187186,0.342397349563248,
27,B,500,5,1,xg,0.0685712557679183,0.165906568975479,0.212506894635651,0.375100883146438,
28,B,500,5,1,xg,0.277283968479931,0.209533571216496,0.33104080188648,0.425993115365482,
29,B,500,5,1,xg,0.11160118114826,0.147566551953848,0.193984249422892,0.376070114169964,
30,B,500,5,1,xg,0.189375129088113,0.307173439245613,0.324060753770323,0.453988257433782,
31,B,500,5,1,xg,0.310312671384844,0.339225318469411,0.4784816592399,0.58169308664406,
32,B,500,5,1,xg,0.226728776079714,0.30134114617356,0.327011365205281,0.559528362502974,
33,B,500,5,1,xg,0.251172286207541,0.215030879130932,0.275569134302724,0.391190845908025,
34,B,500,5,1,xg,0.224870456056369,0.214950767343795,0.216687982257103,0.44855535062537,
35,B,500,5,1,xg,0.16171794357879,0.194135859402237,0.307243103899702,0.407280401939661,
36,B,500,5,1,xg,0.194860881451778,0.221623390308366,0.157740889981439,0.335245047698136,
37,B,500,5,1,xg,0.150600512460549,0.172014142793952,0.239484087616291,0.443454984406104,
38,B,500,5,1,xg,0.156075695235571,0.162758399153686,0.241409464498759,0.517448861980853,
39,B,500,5,1,xg,0.18279323883433,0.206321252755571,0.343848814463881,0.458087391311689,
40,B,500,5,1,xg,0.158635285328164,0.235891937153944,0.203720070077487,0.435688778811519,
41,B,500,5,1,xg,0.254000563330681,0.132191667753235,0.165865946817024,0.336659845082833,
42,B,500,5,1,xg,0.308515278195389,0.289059959576832,0.427860191493575,0.527563815658524,
43,B,500,5,1,xg,0.139652541614352,0.183300364903059,0.234912032467755,0.479035860681889,
44,B,500,5,1,xg,0.300213268088289,0.279626815674289,0.371266187932508,0.465705083088201,
45,B,500,5,1,xg,0.209914172247677,0.174393499840022,0.307864192323243,0.405561524545324,
46,B,500,5,1,xg,0.181499704991815,0.289560291770588,0.216103798262429,0.533261297627301,
47,B,500,5,1,xg,0.101947923507684,0.186075625815004,0.201308843439914,0.665409881734104,
48,B,500,5,1,xg,0.391059801521459,0.41144539020431,0.61839818911633,0.724080682093401,
49,B,500,5,1,xg,0.173388356671604,0.581488008687876,0.243786794176314,0.500569077646456,
50,B,500,5,1,xg,0.182603942723133,0.215952047692178,0.408153109830749,0.447915465856176,
51,B,500,5,1,xg,0.167357053397127,0.19308515198937,0.265340234585679,0.49110875116691,
52,B,500,5,1,xg,0.287901630636784,0.333134599102862,0.54371446159065,0.554788760444478,
