iter,sim_type,n,d,sigma,lrnr,ep_risk,dr_risk,r_risk,t_risk,causal_forest_risk
1,B,500,5,1,rf,0.102693186520509,0.177512611402905,0.4291555034694,0.352944377498717,0.591827748084894
2,B,500,5,1,rf,0.144251621236831,0.244583025479497,0.256315271369019,0.320926644801009,0.331867376454576
3,B,500,5,1,rf,0.104620082942413,0.241380552204558,0.258773706707279,0.415243036979714,0.344836874950674
4,B,500,5,1,rf,0.165152844614171,0.220749743817755,0.237684814175918,0.252329105536283,0.276686286406267
5,B,500,5,1,rf,0.153115521260192,0.253985192998927,0.281106048246098,0.305011549932632,0.230225980921566
6,B,500,5,1,rf,0.306829691874912,0.378013367560133,0.506904852434741,0.507214572863261,0.629857410140388
7,B,500,5,1,rf,0.203644001219435,0.281073261680838,0.39282383316274,0.430476002491159,0.4039450839342
8,B,500,5,1,rf,0.139461986578516,0.225726412288682,0.284568109945631,0.373522356990491,0.349932847933302
9,B,500,5,1,rf,0.171586364985138,0.31062810747952,0.396750088257813,0.53649150188815,0.389932156429095
10,B,500,5,1,rf,0.137871149113567,0.480682390456052,0.677973735933413,0.400093879175246,0.767228410389864
11,B,500,5,1,rf,0.179830421896247,0.348287971715933,0.659739099453205,0.322696598747605,0.69392079608503
12,B,500,5,1,rf,0.222891552174746,0.265780260305467,0.330252828125473,0.461432037489834,0.402388945915776
13,B,500,5,1,rf,0.168694769029448,0.254752558904627,0.305655864545822,0.35416654209897,0.324042075847371
14,B,500,5,1,rf,0.267210384864887,0.360021622726148,0.258355340257683,0.40687827006244,0.24093988459203
15,B,500,5,1,rf,0.345623953724374,0.362453223480501,0.429352506656924,0.359132358413178,0.450597037562496
16,B,500,5,1,rf,0.24266784460046,0.274543387823509,0.335377388224545,0.36237766298573,0.4453460817747
17,B,500,5,1,rf,0.12035711120821,0.288788582429844,0.384747889249563,0.371997513673575,0.533058831770225
18,B,500,5,1,rf,0.146956144176353,0.234586191289814,0.237398036039346,0.361002937808064,0.225463178441991
19,B,500,5,1,rf,0.155791051222088,0.494987231407781,0.239724634568046,0.251454041145237,0.246457304238621
20,B,500,5,1,rf,0.12372631067829,0.206520712155629,0.414767363469108,0.369589449712262,0.514799571607904
21,B,500,5,1,rf,0.302967612887633,0.400150739204135,0.525180356944158,0.477282514964484,0.541317416262438
22,B,500,5,1,rf,0.218808911733654,0.347374543314295,0.413577136721964,0.267500550621327,0.448612666762028
23,B,500,5,1,rf,0.102118690046976,0.203190716858461,0.28775579874358,0.390552347425276,0.403995747433669
24,B,500,5,1,rf,0.0958686619123329,0.281581270265455,0.319705390178663,0.416896100431051,0.331730459626246
25,B,500,5,1,rf,0.138977839836591,0.211095615387922,0.319997832588798,0.290774042405169,0.36305198039331
26,B,500,5,1,rf,0.122792613438183,0.306891991974435,0.299388563412722,0.287644513882822,0.358781497905401
27,B,500,5,1,rf,0.0744224335200483,0.211483780185113,0.313676396131209,0.281936189928554,0.372423852387596
28,B,500,5,1,rf,0.211545941532886,0.273115827163257,0.359025125277941,0.448512321227953,0.479831333941136
29,B,500,5,1,rf,0.10897799818744,0.213062516127431,0.292690458216404,0.335249397159846,0.345071753033901
30,B,500,5,1,rf,0.207878573421812,0.337009390292306,0.366220778548428,0.469473244215944,0.360775831244238
31,B,500,5,1,rf,0.348395421301769,0.429110314492259,0.591415701613386,0.478152757965055,0.701841291981167
32,B,500,5,1,rf,0.263269153467137,0.328603241276162,0.378421338739521,0.43308249084187,0.399784516952344
33,B,500,5,1,rf,0.246664279425963,0.293613554948336,0.363120942440405,0.35935697474125,0.395061813233157
34,B,500,5,1,rf,0.151703371039759,0.286610907921953,0.363344745502735,0.394834845340567,0.321017507952419
35,B,500,5,1,rf,0.190688898570995,0.252065739022886,0.310346231088705,0.449137994733514,0.4882228572331
36,B,500,5,1,rf,0.233550018167704,0.293021351985495,0.306373405943136,0.334923071801558,0.308008736970982
37,B,500,5,1,rf,0.131315616108595,0.202462157656824,0.248247450719051,0.256606244870583,0.212960349303104
38,B,500,5,1,rf,0.185718708783141,0.279632945309034,0.362684990745241,0.392422769564249,0.2986724506289
39,B,500,5,1,rf,0.149448073521669,0.258750041140726,0.390152893017003,0.398757307451957,0.484356996353901
40,B,500,5,1,rf,0.193691389112327,0.229388652582421,0.336556292332546,0.35923631878819,0.314887454594984
41,B,500,5,1,rf,0.152972501027949,0.176305228045387,0.237768327591866,0.270652303781179,0.232998531151262
42,B,500,5,1,rf,0.314217154652707,0.388549253361352,0.475123068790346,0.458695039175366,0.561239063842848
43,B,500,5,1,rf,0.119247433549742,0.319124826961506,0.35825350053496,0.317414877201282,0.362672947834386
